1,4,2009,40,09,0
1,4,2009,41,10,0
1,4,2009,42,10,0
1,4,2009,43,10,0
1,4,2009,44,10,0
1,4,2009,45,11,0
1,4,2009,46,11,0
1,4,2009,47,11,0
1,4,2009,48,11,0
1,4,2009,49,11,0
1,4,2009,50,12,0
1,4,2009,51,12,0
1,4,2009,52,12,0
1,4,2010,1,01,0
1,4,2010,2,01,0
1,4,2010,3,01,0
1,4,2010,4,01,0
1,4,2010,5,02,0
1,4,2010,6,02,0
1,4,2010,7,02,0
1,4,2010,8,02,0
1,4,2010,10,03,0
1,4,2010,11,03,0
1,4,2010,12,03,0
1,4,2010,13,03,0
1,4,2010,14,04,0
1,4,2010,15,04,0
1,4,2010,16,04,0
1,4,2010,17,04,0
1,4,2010,18,05,0
1,4,2010,19,05,0
1,4,2010,20,05,0
1,4,2010,21,05,0
1,4,2010,22,05,0
1,4,2010,23,06,0
1,4,2010,24,06,0
1,4,2010,25,06,0
1,4,2010,26,06,0
1,4,2010,27,07,0
1,4,2010,28,07,0
1,4,2010,29,07,0
1,4,2010,30,07,0
1,4,2010,31,08,0
1,4,2010,32,08,0
1,4,2010,33,08,0
1,4,2010,34,08,0
1,4,2010,35,08,0
1,4,2010,36,09,0
1,4,2010,37,09,0
1,4,2010,38,09,0
1,4,2010,39,09,0
1,4,2010,40,10,0
1,4,2010,41,10,0
1,4,2010,42,10,0
1,4,2010,43,10,0
1,4,2010,44,11,0
1,4,2010,45,11,0
1,4,2010,46,11,0
1,4,2010,47,11,0
1,4,2010,48,11,0
1,4,2010,49,12,0
1,4,2010,50,12,0
1,4,2011,1,01,0
1,4,2011,2,01,0
1,4,2011,3,01,0
1,4,2011,4,01,0
1,4,2011,5,01,0
1,4,2011,6,02,0
1,4,2011,7,02,0
1,4,2011,8,02,0
1,4,2011,9,02,0
1,4,2011,10,03,0
1,4,2011,11,03,0
1,4,2011,12,03,0
1,4,2011,13,03,0
1,4,2011,14,04,0
1,4,2011,15,04,0
1,4,2011,16,04,0
1,4,2011,17,04,0
1,4,2011,18,05,0
1,4,2011,20,05,0
1,4,2011,21,05,0
1,4,2011,22,05,0
1,4,2011,23,06,0
1,4,2011,24,06,0
1,4,2011,25,06,0
1,4,2011,26,06,0
1,4,2011,27,07,0
1,4,2011,30,07,0
1,4,2011,31,08,0
1,4,2011,32,08,0
1,4,2011,33,08,0
1,4,2011,34,08,0
1,4,2011,35,08,0
1,4,2011,36,09,0
1,4,2012,1,01,0
1,4,2012,2,01,0
1,4,2012,3,01,0
1,4,2012,4,01,0
1,4,2012,5,01,0
1,4,2012,6,02,0
1,4,2012,7,02,0
1,4,2012,8,02,0
1,4,2012,9,02,0
1,4,2012,10,03,0
1,4,2012,11,03,0
1,4,2012,12,03,0
1,4,2012,13,03,0
1,4,2012,14,04,0
1,4,2012,15,04,0
1,4,2012,16,04,0
1,4,2012,17,04,0
1,4,2012,18,04,0
1,4,2012,19,05,0
1,4,2012,20,05,0
1,4,2012,21,05,0
1,4,2012,23,06,0
1,4,2013,1,12,0
1,4,2013,2,01,0
1,4,2013,7,02,0
1,4,2014,1,12,0
1,4,2014,2,01,0
1,4,2014,3,01,0
1,4,2014,4,01,0
1,4,2014,5,01,0
1,4,2014,6,02,0
1,4,2014,10,03,0
1,4,2014,11,03,0
1,4,2014,12,03,0
1,4,2014,13,03,0
1,4,2014,14,03,0
1,4,2014,15,04,0
1,4,2014,16,04,0
1,4,2015,2,01,0
1,4,2015,3,01,0
1,4,2015,4,01,0
1,4,2015,5,01,1
1,4,2015,6,02,0
1,4,2015,7,02,0
1,4,2015,8,02,0
1,4,2015,9,02,0
1,4,2015,10,03,0
1,4,2015,11,03,0
1,4,2015,12,03,0
1,4,2015,13,03,0
1,4,2015,14,03,0
1,4,2015,15,04,0
1,4,2015,16,04,1
1,4,2015,17,04,1
1,4,2015,18,04,1
1,4,2015,19,05,1
1,4,2015,20,05,1
1,4,2015,21,05,1
1,4,2015,22,05,1
1,4,2015,23,06,1
1,4,2015,24,06,1
1,4,2015,25,06,1
1,4,2015,27,06,1
1,4,2015,28,07,1
1,4,2015,29,07,1
1,4,2015,30,07,1
1,4,2015,31,07,1
1,4,2015,32,08,1
1,4,2015,33,08,1
1,4,2015,34,08,1
1,4,2015,35,08,1
1,4,2015,36,08,1
1,4,2015,37,09,1
1,4,2015,38,09,1
1,4,2015,39,09,1
1,4,2015,40,09,1
1,4,2015,41,10,1
1,4,2015,42,10,1
1,4,2015,43,10,1
1,4,2015,44,10,1
1,4,2015,45,11,1
1,4,2015,46,11,1
1,4,2015,47,11,1
1,4,2015,48,11,1
1,4,2015,49,11,1
1,4,2015,50,12,1
1,4,2015,51,12,1
1,4,2015,52,12,1
1,4,2015,53,12,1
1,4,2016,1,01,1
1,4,2016,2,01,1
1,4,2016,3,01,1
1,4,2016,4,01,0
1,4,2016,5,02,0
1,4,2016,6,02,1
1,4,2016,7,02,1
1,4,2016,8,02,1
1,4,2016,9,02,1
1,4,2016,10,03,1
1,4,2016,11,03,1
1,4,2016,12,03,1
1,4,2016,13,03,1
1,4,2016,14,04,1
1,4,2016,15,04,1
1,4,2016,16,04,1
1,4,2016,17,04,1
1,4,2016,18,05,0
1,4,2016,19,05,1
1,4,2016,20,05,1
1,4,2016,21,05,1
1,4,2016,22,05,1
1,4,2016,23,06,1
1,4,2016,24,06,1
1,4,2016,25,06,1
1,4,2016,26,06,1
1,4,2016,27,07,1
1,4,2016,28,07,1
1,4,2016,29,07,1
1,4,2016,30,07,1
1,4,2016,31,08,1
1,4,2016,32,08,1
1,4,2016,33,08,1
1,4,2016,34,08,1
1,4,2016,35,08,1
1,4,2016,36,09,1
1,4,2016,37,09,1
1,4,2016,38,09,1
1,4,2016,39,09,1
1,4,2016,40,10,1
1,4,2016,41,10,1
1,4,2016,42,10,1
1,4,2016,43,10,1
1,4,2016,44,10,1
1,4,2016,45,11,1
1,4,2016,46,11,1
1,4,2016,47,11,1
1,4,2016,48,11,1
1,4,2016,49,12,1
1,4,2016,50,12,1
1,4,2016,51,12,1
1,4,2016,52,12,1
1,4,2017,1,01,1
2,2,2010,46,11,0
2,2,2010,47,11,0
2,2,2010,48,11,0
2,2,2010,49,12,0
2,2,2010,50,12,0
2,2,2010,51,12,0
